epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
435,273.624,0.42129,0.55938,0.84293,0.94099,0.99662,0.995,0.93323,0.34741,0.43928,0.82031,0.000356463,0.000356463,0.000356463
436,274.248,0.47369,0.6285,0.91778,0.9384,0.98905,0.995,0.94824,0.33631,0.44485,0.81739,0.000355844,0.000355844,0.000355844
437,274.849,0.39527,0.59863,0.97017,0.9384,0.98905,0.995,0.94824,0.33631,0.44485,0.81739,0.000355225,0.000355225,0.000355225
438,275.455,0.3795,0.42982,0.81513,0.9384,0.98905,0.995,0.94824,0.33631,0.44485,0.81739,0.000354606,0.000354606,0.000354606
439,276.076,0.33674,0.40572,0.77843,0.9384,0.98905,0.995,0.94824,0.33631,0.44485,0.81739,0.000353988,0.000353988,0.000353988
440,276.73,0.43406,0.59445,0.83305,0.93593,0.98844,0.995,0.97223,0.30292,0.43288,0.81276,0.000353369,0.000353369,0.000353369
441,277.372,0.59095,0.64004,0.82011,0.93593,0.98844,0.995,0.97223,0.30292,0.43288,0.81276,0.00035275,0.00035275,0.00035275
442,278.005,0.33188,0.4408,0.84223,0.93593,0.98844,0.995,0.97223,0.30292,0.43288,0.81276,0.000352131,0.000352131,0.000352131
443,278.641,0.40709,0.58272,0.83111,0.93593,0.98844,0.995,0.97223,0.30292,0.43288,0.81276,0.000351513,0.000351513,0.000351513
444,279.3,0.40631,0.61069,0.82455,0.93736,0.99199,0.995,0.95872,0.31149,0.43504,0.81454,0.000350894,0.000350894,0.000350894
445,279.914,0.57354,0.62628,0.77074,0.93736,0.99199,0.995,0.95872,0.31149,0.43504,0.81454,0.000350275,0.000350275,0.000350275
446,280.51,0.33239,0.44749,0.7982,0.93736,0.99199,0.995,0.95872,0.31149,0.43504,0.81454,0.000349656,0.000349656,0.000349656
447,281.106,0.30338,0.4451,0.80846,0.93736,0.99199,0.995,0.95872,0.31149,0.43504,0.81454,0.000349038,0.000349038,0.000349038
448,281.746,0.5355,0.73742,0.94244,0.94912,0.99371,0.995,0.9547,0.33066,0.44034,0.81888,0.000348419,0.000348419,0.000348419
449,282.35,0.4579,0.70793,0.81916,0.94912,0.99371,0.995,0.9547,0.33066,0.44034,0.81888,0.0003478,0.0003478,0.0003478
450,282.988,0.47989,0.72758,0.86601,0.94912,0.99371,0.995,0.9547,0.33066,0.44034,0.81888,0.000347181,0.000347181,0.000347181
451,283.621,0.7609,0.71531,0.8345,0.94912,0.99371,0.995,0.9547,0.33066,0.44034,0.81888,0.000346563,0.000346563,0.000346563
452,284.272,0.47053,0.60815,0.87017,0.95556,0.98998,0.995,0.94825,0.34394,0.46239,0.82192,0.000345944,0.000345944,0.000345944
453,284.866,0.50691,0.80536,0.91367,0.95556,0.98998,0.995,0.94825,0.34394,0.46239,0.82192,0.000345325,0.000345325,0.000345325
454,285.466,0.49851,0.61655,0.87679,0.95556,0.98998,0.995,0.94825,0.34394,0.46239,0.82192,0.000344706,0.000344706,0.000344706
455,286.079,0.322,0.44092,0.85681,0.95556,0.98998,0.995,0.94825,0.34394,0.46239,0.82192,0.000344088,0.000344088,0.000344088
456,286.718,0.34789,0.45716,0.86716,0.95881,0.99483,0.995,0.94769,0.32831,0.44941,0.81862,0.000343469,0.000343469,0.000343469
457,287.328,0.38087,0.46512,0.78941,0.95881,0.99483,0.995,0.94769,0.32831,0.44941,0.81862,0.00034285,0.00034285,0.00034285
458,287.939,0.65055,0.75382,0.85846,0.95881,0.99483,0.995,0.94769,0.32831,0.44941,0.81862,0.000342231,0.000342231,0.000342231
459,288.542,0.32602,0.40895,0.82615,0.95881,0.99483,0.995,0.94769,0.32831,0.44941,0.81862,0.000341613,0.000341613,0.000341613
460,289.177,0.45732,0.67817,0.86724,0.96253,0.99388,0.995,0.9563,0.33164,0.44069,0.8188,0.000340994,0.000340994,0.000340994
461,289.823,0.48074,0.55249,0.81555,0.96253,0.99388,0.995,0.9563,0.33164,0.44069,0.8188,0.000340375,0.000340375,0.000340375
462,290.416,0.45879,0.51474,0.88202,0.96253,0.99388,0.995,0.9563,0.33164,0.44069,0.8188,0.000339756,0.000339756,0.000339756
463,291.025,0.32964,0.47382,0.83343,0.96253,0.99388,0.995,0.9563,0.33164,0.44069,0.8188,0.000339137,0.000339137,0.000339137
464,291.655,0.33778,0.43838,0.80881,0.95435,1,0.995,0.96731,0.33596,0.44041,0.81997,0.000338519,0.000338519,0.000338519
465,292.258,0.33737,0.48448,0.83872,0.95435,1,0.995,0.96731,0.33596,0.44041,0.81997,0.0003379,0.0003379,0.0003379
466,292.862,0.36652,0.44647,0.80386,0.95435,1,0.995,0.96731,0.33596,0.44041,0.81997,0.000337281,0.000337281,0.000337281
467,293.478,0.38316,0.54062,0.86335,0.95435,1,0.995,0.96731,0.33596,0.44041,0.81997,0.000336663,0.000336663,0.000336663
468,294.113,0.56386,0.62732,0.95932,0.95606,0.99838,0.995,0.97411,0.33154,0.43211,0.81985,0.000336044,0.000336044,0.000336044
469,294.736,0.3371,0.41277,0.81253,0.95606,0.99838,0.995,0.97411,0.33154,0.43211,0.81985,0.000335425,0.000335425,0.000335425
470,295.415,0.31798,0.44456,0.77392,0.95606,0.99838,0.995,0.97411,0.33154,0.43211,0.81985,0.000334806,0.000334806,0.000334806
471,296.045,0.40005,0.44587,0.81924,0.95606,0.99838,0.995,0.97411,0.33154,0.43211,0.81985,0.000334188,0.000334188,0.000334188
472,296.715,0.32983,0.45847,0.85289,0.96023,0.99189,0.995,0.98424,0.30016,0.42075,0.81585,0.000333569,0.000333569,0.000333569
473,297.339,0.53621,0.55067,0.97475,0.96023,0.99189,0.995,0.98424,0.30016,0.42075,0.81585,0.00033295,0.00033295,0.00033295
474,297.984,0.33541,0.50444,0.85532,0.96023,0.99189,0.995,0.98424,0.30016,0.42075,0.81585,0.000332331,0.000332331,0.000332331
475,298.62,0.40058,0.4987,0.87235,0.96023,0.99189,0.995,0.98424,0.30016,0.42075,0.81585,0.000331713,0.000331713,0.000331713
476,299.295,0.40189,0.50735,0.79997,0.95007,0.98832,0.995,0.98774,0.29089,0.42494,0.81523,0.000331094,0.000331094,0.000331094
477,299.928,0.38496,0.59706,0.90715,0.95007,0.98832,0.995,0.98774,0.29089,0.42494,0.81523,0.000330475,0.000330475,0.000330475
478,300.567,0.35417,0.59936,0.84513,0.95007,0.98832,0.995,0.98774,0.29089,0.42494,0.81523,0.000329856,0.000329856,0.000329856
479,301.203,0.33876,0.44025,0.82369,0.95007,0.98832,0.995,0.98774,0.29089,0.42494,0.81523,0.000329238,0.000329238,0.000329238
480,301.859,0.30579,0.40725,0.82115,0.94676,0.98479,0.995,0.98473,0.2594,0.42,0.81104,0.000328619,0.000328619,0.000328619
481,302.464,0.34247,0.45505,0.78423,0.94676,0.98479,0.995,0.98473,0.2594,0.42,0.81104,0.000328,0.000328,0.000328
482,303.062,0.40905,0.5595,0.87153,0.94676,0.98479,0.995,0.98473,0.2594,0.42,0.81104,0.000327381,0.000327381,0.000327381
483,303.658,0.43533,0.54606,0.92284,0.94676,0.98479,0.995,0.98473,0.2594,0.42,0.81104,0.000326763,0.000326763,0.000326763
484,304.411,0.37034,0.55386,0.86164,0.93211,0.99654,0.995,0.98692,0.25339,0.41626,0.80983,0.000326144,0.000326144,0.000326144
485,305.047,0.42856,0.53789,0.92878,0.93211,0.99654,0.995,0.98692,0.25339,0.41626,0.80983,0.000325525,0.000325525,0.000325525
486,305.713,0.30232,0.39236,0.7692,0.93211,0.99654,0.995,0.98692,0.25339,0.41626,0.80983,0.000324906,0.000324906,0.000324906
487,306.414,0.34114,0.54597,0.79579,0.93211,0.99654,0.995,0.98692,0.25339,0.41626,0.80983,0.000324287,0.000324287,0.000324287
488,307.093,0.40015,0.62957,0.91737,0.91246,1,0.995,0.9776,0.26963,0.4337,0.81146,0.000323669,0.000323669,0.000323669
489,307.731,0.34824,0.47687,0.86878,0.91246,1,0.995,0.9776,0.26963,0.4337,0.81146,0.00032305,0.00032305,0.00032305
490,308.298,0.63949,0.79,1.04933,0.91246,1,0.995,0.9776,0.26963,0.4337,0.81146,0.000322431,0.000322431,0.000322431
491,308.826,0.4481,0.54928,0.79916,0.91246,1,0.995,0.9776,0.26963,0.4337,0.81146,0.000321812,0.000321812,0.000321812
492,309.375,0.40861,0.51622,0.81853,0.91353,1,0.995,0.96634,0.28036,0.4448,0.81472,0.000321194,0.000321194,0.000321194
493,309.958,0.46549,0.65579,0.99133,0.91353,1,0.995,0.96634,0.28036,0.4448,0.81472,0.000320575,0.000320575,0.000320575
494,310.488,0.34762,0.4299,0.84283,0.91353,1,0.995,0.96634,0.28036,0.4448,0.81472,0.000319956,0.000319956,0.000319956
495,311.029,0.31648,0.42079,0.84962,0.91353,1,0.995,0.96634,0.28036,0.4448,0.81472,0.000319338,0.000319338,0.000319338
496,311.637,0.59608,0.6606,0.83396,0.91222,1,0.995,0.94723,0.31177,0.45062,0.81948,0.000318719,0.000318719,0.000318719
497,312.177,0.42307,0.58717,0.91874,0.91222,1,0.995,0.94723,0.31177,0.45062,0.81948,0.0003181,0.0003181,0.0003181
498,312.708,0.35668,0.47473,0.8701,0.91222,1,0.995,0.94723,0.31177,0.45062,0.81948,0.000317481,0.000317481,0.000317481
499,313.246,0.35203,0.44799,0.75903,0.91222,1,0.995,0.94723,0.31177,0.45062,0.81948,0.000316863,0.000316863,0.000316863
500,313.794,0.39104,0.56135,0.88257,0.92949,1,0.995,0.97006,0.33059,0.46449,0.81989,0.000316244,0.000316244,0.000316244
501,314.33,0.47656,0.59973,0.85852,0.92949,1,0.995,0.97006,0.33059,0.46449,0.81989,0.000315625,0.000315625,0.000315625
502,314.856,0.33026,0.44846,0.80989,0.92949,1,0.995,0.97006,0.33059,0.46449,0.81989,0.000315006,0.000315006,0.000315006
503,315.499,0.61173,0.79621,0.81765,0.92949,1,0.995,0.97006,0.33059,0.46449,0.81989,0.000314388,0.000314388,0.000314388
504,316.237,0.42932,0.52497,0.90363,0.94217,0.99217,0.995,0.97965,0.30153,0.46284,0.81706,0.000313769,0.000313769,0.000313769
505,316.9,0.29858,0.42805,0.85331,0.94217,0.99217,0.995,0.97965,0.30153,0.46284,0.81706,0.00031315,0.00031315,0.00031315
506,317.541,0.51423,0.63518,0.85286,0.94217,0.99217,0.995,0.97965,0.30153,0.46284,0.81706,0.000312531,0.000312531,0.000312531
507,318.206,0.29448,0.43885,0.77208,0.94217,0.99217,0.995,0.97965,0.30153,0.46284,0.81706,0.000311913,0.000311913,0.000311913
508,318.931,0.34194,0.46875,0.81527,0.95148,0.97903,0.995,0.97352,0.28388,0.45939,0.81392,0.000311294,0.000311294,0.000311294
509,319.554,0.3815,0.52813,0.86276,0.95148,0.97903,0.995,0.97352,0.28388,0.45939,0.81392,0.000310675,0.000310675,0.000310675
510,320.164,0.30866,0.45384,0.77963,0.95148,0.97903,0.995,0.97352,0.28388,0.45939,0.81392,0.000310056,0.000310056,0.000310056
511,320.79,0.37126,0.47317,0.91343,0.95148,0.97903,0.995,0.97352,0.28388,0.45939,0.81392,0.000309437,0.000309437,0.000309437
512,321.455,0.38132,0.54015,0.83187,0.96176,0.97468,0.995,0.96154,0.2908,0.46557,0.81439,0.000308819,0.000308819,0.000308819
513,322.081,0.3533,0.45399,0.9187,0.96176,0.97468,0.995,0.96154,0.2908,0.46557,0.81439,0.0003082,0.0003082,0.0003082
514,322.716,0.33341,0.4884,0.8076,0.96176,0.97468,0.995,0.96154,0.2908,0.46557,0.81439,0.000307581,0.000307581,0.000307581
515,323.34,0.32292,0.42949,0.82224,0.96176,0.97468,0.995,0.96154,0.2908,0.46557,0.81439,0.000306962,0.000306962,0.000306962
516,323.996,0.35699,0.48707,0.84608,0.96162,0.97806,0.995,0.96282,0.28791,0.4566,0.8137,0.000306344,0.000306344,0.000306344
517,324.629,0.5388,0.61628,0.81407,0.96162,0.97806,0.995,0.96282,0.28791,0.4566,0.8137,0.000305725,0.000305725,0.000305725
518,325.252,0.30255,0.45266,0.8569,0.96162,0.97806,0.995,0.96282,0.28791,0.4566,0.8137,0.000305106,0.000305106,0.000305106
519,325.879,0.31597,0.433,0.81209,0.96162,0.97806,0.995,0.96282,0.28791,0.4566,0.8137,0.000304487,0.000304487,0.000304487
520,326.542,0.55238,0.62089,0.82859,0.95606,0.99075,0.995,0.97349,0.30323,0.45076,0.81449,0.000303869,0.000303869,0.000303869
521,327.149,0.3512,0.46457,0.80385,0.95606,0.99075,0.995,0.97349,0.30323,0.45076,0.81449,0.00030325,0.00030325,0.00030325
522,327.784,0.35092,0.49033,0.84361,0.95606,0.99075,0.995,0.97349,0.30323,0.45076,0.81449,0.000302631,0.000302631,0.000302631
523,328.408,0.39286,0.63684,0.80732,0.95606,0.99075,0.995,0.97349,0.30323,0.45076,0.81449,0.000302013,0.000302013,0.000302013
524,329.071,0.38584,0.59788,0.80925,0.96341,0.98985,0.995,0.96206,0.31971,0.45225,0.81629,0.000301394,0.000301394,0.000301394
525,329.692,0.30938,0.41619,0.80763,0.96341,0.98985,0.995,0.96206,0.31971,0.45225,0.81629,0.000300775,0.000300775,0.000300775
526,330.326,0.54444,0.62543,0.82991,0.96341,0.98985,0.995,0.96206,0.31971,0.45225,0.81629,0.000300156,0.000300156,0.000300156
527,330.976,0.43199,0.63202,0.87232,0.96341,0.98985,0.995,0.96206,0.31971,0.45225,0.81629,0.000299538,0.000299538,0.000299538
528,331.65,0.50998,0.532,0.85316,0.95856,0.98474,0.995,0.95999,0.32515,0.45501,0.81716,0.000298919,0.000298919,0.000298919
529,332.267,0.35431,0.42281,0.84214,0.95856,0.98474,0.995,0.95999,0.32515,0.45501,0.81716,0.0002983,0.0002983,0.0002983
530,332.898,0.55035,0.81763,0.80355,0.95856,0.98474,0.995,0.95999,0.32515,0.45501,0.81716,0.000297681,0.000297681,0.000297681
531,333.5,0.57838,0.75173,0.97925,0.95856,0.98474,0.995,0.95999,0.32515,0.45501,0.81716,0.000297063,0.000297063,0.000297063
532,334.163,0.3632,0.56487,0.82014,0.94984,0.98544,0.995,0.97695,0.31442,0.4372,0.81695,0.000296444,0.000296444,0.000296444
533,334.788,0.51196,0.57245,0.8175,0.94984,0.98544,0.995,0.97695,0.31442,0.4372,0.81695,0.000295825,0.000295825,0.000295825
534,335.398,0.32089,0.55565,0.8473,0.94984,0.98544,0.995,0.97695,0.31442,0.4372,0.81695,0.000295206,0.000295206,0.000295206
535,336.074,0.43697,0.52908,0.93289,0.94984,0.98544,0.995,0.97695,0.31442,0.4372,0.81695,0.000294587,0.000294587,0.000294587
536,336.747,0.36767,0.45456,0.84386,0.94964,0.9827,0.995,0.96224,0.30528,0.41978,0.81318,0.000293969,0.000293969,0.000293969
537,337.402,0.39907,0.51485,0.85519,0.94964,0.9827,0.995,0.96224,0.30528,0.41978,0.81318,0.00029335,0.00029335,0.00029335
538,338.015,0.35629,0.45528,0.85793,0.94964,0.9827,0.995,0.96224,0.30528,0.41978,0.81318,0.000292731,0.000292731,0.000292731
539,338.737,0.42971,0.73676,0.83824,0.94964,0.9827,0.995,0.96224,0.30528,0.41978,0.81318,0.000292112,0.000292112,0.000292112
540,339.465,0.35891,0.49008,0.85843,0.95567,0.97924,0.995,0.98073,0.28256,0.40135,0.80895,0.000291494,0.000291494,0.000291494
541,340.07,0.29916,0.50593,0.77465,0.95567,0.97924,0.995,0.98073,0.28256,0.40135,0.80895,0.000290875,0.000290875,0.000290875
542,340.722,0.55032,0.61702,0.80467,0.95567,0.97924,0.995,0.98073,0.28256,0.40135,0.80895,0.000290256,0.000290256,0.000290256
543,341.341,0.33343,0.49511,0.83381,0.95567,0.97924,0.995,0.98073,0.28256,0.40135,0.80895,0.000289637,0.000289637,0.000289637
544,342.069,0.36458,0.53225,0.83743,0.95863,0.97592,0.995,0.97673,0.27224,0.39011,0.80717,0.000289019,0.000289019,0.000289019
545,342.691,0.33841,0.47101,0.84313,0.95863,0.97592,0.995,0.97673,0.27224,0.39011,0.80717,0.0002884,0.0002884,0.0002884
546,343.311,0.25482,0.41719,0.82896,0.95863,0.97592,0.995,0.97673,0.27224,0.39011,0.80717,0.000287781,0.000287781,0.000287781
547,343.923,0.31282,0.45265,0.89112,0.95863,0.97592,0.995,0.97673,0.27224,0.39011,0.80717,0.000287162,0.000287162,0.000287162
548,344.562,0.35756,0.48748,0.85423,0.96693,0.97517,0.995,0.97771,0.27321,0.38191,0.80861,0.000286544,0.000286544,0.000286544
549,345.171,0.26652,0.37945,0.82878,0.96693,0.97517,0.995,0.97771,0.27321,0.38191,0.80861,0.000285925,0.000285925,0.000285925
550,345.778,0.39135,0.58358,0.84757,0.96693,0.97517,0.995,0.97771,0.27321,0.38191,0.80861,0.000285306,0.000285306,0.000285306
551,346.385,0.46856,0.45894,0.95472,0.96693,0.97517,0.995,0.97771,0.27321,0.38191,0.80861,0.000284688,0.000284688,0.000284688
552,347.037,0.40048,0.50652,0.79004,0.97293,0.97554,0.995,0.97373,0.27996,0.37705,0.81154,0.000284069,0.000284069,0.000284069
553,347.67,0.36676,0.4728,0.84386,0.97293,0.97554,0.995,0.97373,0.27996,0.37705,0.81154,0.00028345,0.00028345,0.00028345
554,348.278,0.30639,0.42861,0.83634,0.97293,0.97554,0.995,0.97373,0.27996,0.37705,0.81154,0.000282831,0.000282831,0.000282831
555,348.961,0.37241,0.41103,0.82794,0.97293,0.97554,0.995,0.97373,0.27996,0.37705,0.81154,0.000282212,0.000282212,0.000282212
556,349.682,0.31298,0.39134,0.75631,0.97009,0.98918,0.995,0.96603,0.28249,0.36617,0.81198,0.000281594,0.000281594,0.000281594
557,350.295,0.27491,0.42847,0.81364,0.97009,0.98918,0.995,0.96603,0.28249,0.36617,0.81198,0.000280975,0.000280975,0.000280975
558,350.907,0.35154,0.42557,0.83974,0.97009,0.98918,0.995,0.96603,0.28249,0.36617,0.81198,0.000280356,0.000280356,0.000280356
559,351.503,0.46053,0.54363,0.79014,0.97009,0.98918,0.995,0.96603,0.28249,0.36617,0.81198,0.000279738,0.000279738,0.000279738
560,352.21,0.36986,0.46714,0.93184,0.97303,0.99695,0.995,0.96319,0.28284,0.36113,0.81099,0.000279119,0.000279119,0.000279119
561,352.757,0.29409,0.39342,0.83109,0.97303,0.99695,0.995,0.96319,0.28284,0.36113,0.81099,0.0002785,0.0002785,0.0002785
562,353.4,0.48401,0.7205,0.84936,0.97303,0.99695,0.995,0.96319,0.28284,0.36113,0.81099,0.000277881,0.000277881,0.000277881
563,353.986,0.39725,0.56763,0.86085,0.97303,0.99695,0.995,0.96319,0.28284,0.36113,0.81099,0.000277262,0.000277262,0.000277262
564,354.596,0.31594,0.38694,0.81235,0.97442,1,0.995,0.962,0.28713,0.36782,0.81267,0.000276644,0.000276644,0.000276644
565,355.267,0.36028,0.47296,0.85604,0.97442,1,0.995,0.962,0.28713,0.36782,0.81267,0.000276025,0.000276025,0.000276025
566,355.891,0.32369,0.42259,0.82747,0.97442,1,0.995,0.962,0.28713,0.36782,0.81267,0.000275406,0.000275406,0.000275406
567,356.478,0.41483,0.60439,0.86077,0.97442,1,0.995,0.962,0.28713,0.36782,0.81267,0.000274788,0.000274788,0.000274788
568,357.134,0.42293,0.50945,0.77718,0.97434,1,0.995,0.9521,0.29012,0.38159,0.81321,0.000274169,0.000274169,0.000274169
569,357.717,0.35861,0.47224,0.82479,0.97434,1,0.995,0.9521,0.29012,0.38159,0.81321,0.00027355,0.00027355,0.00027355
570,358.331,0.37332,0.51262,0.83861,0.97434,1,0.995,0.9521,0.29012,0.38159,0.81321,0.000272931,0.000272931,0.000272931
571,359.028,0.3024,0.41509,0.82259,0.97434,1,0.995,0.9521,0.29012,0.38159,0.81321,0.000272313,0.000272313,0.000272313
572,359.72,0.378,0.52431,0.83799,0.97344,1,0.995,0.96771,0.29471,0.38461,0.81447,0.000271694,0.000271694,0.000271694
573,360.471,0.49251,0.54031,0.8392,0.97344,1,0.995,0.96771,0.29471,0.38461,0.81447,0.000271075,0.000271075,0.000271075
574,361.098,0.37559,0.5658,0.8262,0.97344,1,0.995,0.96771,0.29471,0.38461,0.81447,0.000270456,0.000270456,0.000270456
575,361.825,0.36171,0.49028,0.87997,0.97344,1,0.995,0.96771,0.29471,0.38461,0.81447,0.000269838,0.000269838,0.000269838
576,362.49,0.3697,0.47739,0.81332,0.97081,1,0.995,0.97705,0.30309,0.38925,0.81561,0.000269219,0.000269219,0.000269219
577,363.168,0.53515,0.87342,0.95968,0.97081,1,0.995,0.97705,0.30309,0.38925,0.81561,0.0002686,0.0002686,0.0002686
578,363.801,0.36331,0.44645,0.78142,0.97081,1,0.995,0.97705,0.30309,0.38925,0.81561,0.000267981,0.000267981,0.000267981
579,364.498,0.65262,0.70502,0.8115,0.97081,1,0.995,0.97705,0.30309,0.38925,0.81561,0.000267363,0.000267363,0.000267363
